conversation_id,mention_text,context_snippet,position,extracted_type
965b9305-940b-483c-894b-fb43e339e08d,anthropic,"**Agent-specific** → Single MCP interface for all agents
6. **Token waste** → Structured decisions < repomix-style dumps

### Competitive Advantages
- **Multi-agent native** (Cursor, Claude Code, Windsurf all day 1)
- **Completely local** (zero network overhead)
- **Decision-focused** (not generic code embeddings)
- **Team-aware** (with conflict resolution)
- **Config-generative** (maintains llms.txt, CLAUDE.md automatically)
- **Minimal setup** (one command: `continuum serve`)

### Key Technica",35644,canonical_match:Anthropic
965b9305-940b-483c-894b-fb43e339e08d,ChatGPT,"`continuum_check` — Prior art lookup before decisions
5. `continuum_remember` — Record architectural decisions

---

## 2. Multi-Agent CLI Landscape in 2026

### Agents Supporting MCP

Based on current adoption (March 2026):

| Agent | MCP Support | Config Method | Transport | Status |
|-------|------------|---------------|-----------|--------|
| **Claude Code** | Native | `.mcp.json` | stdio | Production |
| **Cursor** | Native | `.cursor/mcp.json` or UI one-click | stdio, HTTP, SSE | Productio",2843,canonical_match:ChatGPT
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"---

## Comprehensive Architectural Analysis: Continuum as a Multi-Agent CLI-Native Knowledge Graph

Based on my research into the current Continuum codebase, MCP ecosystem, multi-agent architectures, and emerging CLI tooling landscape, here's a complete technical analysis for reimagining Continuum as a lightweight CLI daemon accessible across multiple coding agents. ---

## 1. Current State Analysis

### Current Continuum Architecture
**Today's setup:**
- Centralized backend: FastAPI on localho",961,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"---

## Comprehensive Architectural Analysis: Continuum as a Multi-Agent CLI-Native Knowledge Graph

Based on my research into the current Continuum codebase, MCP ecosystem, multi-agent architectures, and emerging CLI tooling landscape, here's a complete technical analysis for reimagining Continuum as a lightweight CLI daemon accessible across multiple coding agents. ---

## 1. Current State Analysis

### Current Continuum Architecture
**Today's setup:**
- Centralized backend: FastAPI on localho",1306,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"Concrete Use Cases

### Use Case 1: ""Check Prior Art Before Deciding""

**Scenario:** Cursor agent considers switching from SQLAlchemy sync to async. ```python
# In Cursor chat, agent calls:
continuum_check(
    proposed_decision=""Switch to SQLAlchemy async/await patterns"",
    context=""Current code is sync SQLAlchemy. Need to support streaming responses."",
    entities=[""SQLAlchemy"", ""async/await"", ""Python""],
    threshold=0.65
)

# Returns:
{
    ""recommendation"": ""review_similar"",
    ""similar",19306,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"Concrete Use Cases

### Use Case 1: ""Check Prior Art Before Deciding""

**Scenario:** Cursor agent considers switching from SQLAlchemy sync to async. ```python
# In Cursor chat, agent calls:
continuum_check(
    proposed_decision=""Switch to SQLAlchemy async/await patterns"",
    context=""Current code is sync SQLAlchemy. Need to support streaming responses."",
    entities=[""SQLAlchemy"", ""async/await"", ""Python""],
    threshold=0.65
)

# Returns:
{
    ""recommendation"": ""review_similar"",
    ""similar",19648,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"Past team tried full async and reverted due to complexity.""
}

# Cursor displays this in UI, agent incorporates into reasoning
```

---

### Use Case 2: ""Auto-Generate Development Guidelines""

**Scenario:** New team member joins. Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Conti",20581,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"Past team tried full async and reverted due to complexity.""
}

# Cursor displays this in UI, agent incorporates into reasoning
```

---

### Use Case 2: ""Auto-Generate Development Guidelines""

**Scenario:** New team member joins. Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Conti",21229,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Continuum
---

# Technology Decisions

## Database
- **PostgreSQL** (primary) — Decided 2026-02-20
  - Rationale: Strong ACID, JSON support, well-known
  - Related: Redis for caching, NOT for primary data
  
- **Redis** (cache/sessions",21420,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"**Async FastAPI + Sync SQLAlchemy** (hybrid approach)
   - Rationale: Async for I/O, sync for DB stability
   - Confidence: 0.89

2. **Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add N",22011,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,FastAPI,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22110,canonical_match:FastAPI
965b9305-940b-483c-894b-fb43e339e08d,compose,"**Import from Existing Continuum** (Team Migration)
   ```bash
   continuum import-graph https://team-continuum.example.com/graph.json
   
   # Imports team's shared graph
   # Merges with local decisions (conflict resolution)
   # Marks team decisions as read-only by default
   ```

3. **Generate from Project Files** (Architecture Discovery)
   ```bash
   continuum analyze --scan-project . # Parses package.json, pyproject.toml, Dockerfile, docker-compose.yml
   # Infers technology stack decisio",18572,canonical_match:Docker Compose
965b9305-940b-483c-894b-fb43e339e08d,MongoDB,"""""""

class DecisionExtractor:
    """"""LLM-based extraction of decisions from text.""""""
    
    async def extract_decision_trace(self, raw_text: str) -> DecisionTrace | None:
        """"""
        Uses LLM to extract decision structure from free-form text:
        
        Input: ""We tried Redis first but the memory overhead was huge. Then we switched to PostgreSQL's JSON columns with
                materialized views. This gave us the query flexibility
                without the extra daemon.""
  ",16421,canonical_match:MongoDB
965b9305-940b-483c-894b-fb43e339e08d,MongoDB,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22509,canonical_match:MongoDB
965b9305-940b-483c-894b-fb43e339e08d,MongoDB,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22612,canonical_match:MongoDB
965b9305-940b-483c-894b-fb43e339e08d,MongoDB,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22720,canonical_match:MongoDB
965b9305-940b-483c-894b-fb43e339e08d,MongoDB,"Key technologies:
- Backend: FastAPI (async), PostgreSQL, Redis, Neo4j
- Frontend: Next.js 16, React 19
- Auth: JWT with per-user isolation
- LLM: NVIDIA NIM API

For more context, see:
- CLAUDE.md — Development standards
- .cursor/rules/team-decisions.mdc — Architecture decisions
- apps/api/config.py — All environment configuration
```

---

### Use Case 3: ""Detect Decision Contradictions""

**Scenario:** Agent tries to add MongoDB, but team decided on ""PostgreSQL only.""

```python
continuum_che",23319,canonical_match:MongoDB
965b9305-940b-483c-894b-fb43e339e08d,Next.js,"---

## Comprehensive Architectural Analysis: Continuum as a Multi-Agent CLI-Native Knowledge Graph

Based on my research into the current Continuum codebase, MCP ecosystem, multi-agent architectures, and emerging CLI tooling landscape, here's a complete technical analysis for reimagining Continuum as a lightweight CLI daemon accessible across multiple coding agents. ---

## 1. Current State Analysis

### Current Continuum Architecture
**Today's setup:**
- Centralized backend: FastAPI on localho",1167,canonical_match:Next.js
965b9305-940b-483c-894b-fb43e339e08d,Next.js,"Past team tried full async and reverted due to complexity.""
}

# Cursor displays this in UI, agent incorporates into reasoning
```

---

### Use Case 2: ""Auto-Generate Development Guidelines""

**Scenario:** New team member joins. Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Conti",20790,canonical_match:Next.js
965b9305-940b-483c-894b-fb43e339e08d,Next.js,"Past team tried full async and reverted due to complexity.""
}

# Cursor displays this in UI, agent incorporates into reasoning
```

---

### Use Case 2: ""Auto-Generate Development Guidelines""

**Scenario:** New team member joins. Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Conti",21281,canonical_match:Next.js
965b9305-940b-483c-894b-fb43e339e08d,Next.js,"**Async FastAPI + Sync SQLAlchemy** (hybrid approach)
   - Rationale: Async for I/O, sync for DB stability
   - Confidence: 0.89

2. **Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add N",22021,canonical_match:Next.js
965b9305-940b-483c-894b-fb43e339e08d,Next.js,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22164,canonical_match:Next.js
965b9305-940b-483c-894b-fb43e339e08d,OpenAPI,"Past team tried full async and reverted due to complexity.""
}

# Cursor displays this in UI, agent incorporates into reasoning
```

---

### Use Case 2: ""Auto-Generate Development Guidelines""

**Scenario:** New team member joins. Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Conti",20670,canonical_match:OpenAPI
965b9305-940b-483c-894b-fb43e339e08d,python,"---

## Comprehensive Architectural Analysis: Continuum as a Multi-Agent CLI-Native Knowledge Graph

Based on my research into the current Continuum codebase, MCP ecosystem, multi-agent architectures, and emerging CLI tooling landscape, here's a complete technical analysis for reimagining Continuum as a lightweight CLI daemon accessible across multiple coding agents. ---

## 1. Current State Analysis

### Current Continuum Architecture
**Today's setup:**
- Centralized backend: FastAPI on localho",1717,canonical_match:Python
965b9305-940b-483c-894b-fb43e339e08d,python,"Relationship gen  │
        │ 5. Embedding compute │
        │ 6. Graph insert      │
        └──────────────────────┘
                    │
                    ▼
        ┌──────────────────────┐
        │ Local Knowledge Graph │
        │ (DuckDB + DuckPGQ)    │
        └──────────────────────┘
```

**Key New Capability:** `continuum status` command shows active listeners:

```bash
$ continuum status

Active Listeners:
  ✓ Claude Code logs     ~/.claude/projects/*/conversations/
  ✓ Cursor hist",10570,canonical_match:Python
965b9305-940b-483c-894b-fb43e339e08d,python,"Gets tech stack, recent decisions, patterns
  3. Uses as context for task breakdown
```

---

### 4.4 Passive Log Extraction: Architecture

**Challenge:** How to automatically capture decisions without agents explicitly calling `continuum_remember`? **Solution:** Multi-stage extraction pipeline:

```python
# apps/continuum_daemon/capture/extractor.py

class LogExtractor:
    """"""Extract decision traces from agent conversation logs.""""""
    
    async def extract_from_claude_logs(self, log_file: Pa",14165,canonical_match:Python
965b9305-940b-483c-894b-fb43e339e08d,python,"# Parses package.json, pyproject.toml, Dockerfile, docker-compose.yml
   # Infers technology stack decisions
   # Creates entities for each tech
   # Marks as ""inferred"" confidence
   ```

---

## 5. Concrete Use Cases

### Use Case 1: ""Check Prior Art Before Deciding""

**Scenario:** Cursor agent considers switching from SQLAlchemy sync to async. ```python
# In Cursor chat, agent calls:
continuum_check(
    proposed_decision=""Switch to SQLAlchemy async/await patterns"",
    context=""Current code ",18867,canonical_match:Python
965b9305-940b-483c-894b-fb43e339e08d,Python,"Concrete Use Cases

### Use Case 1: ""Check Prior Art Before Deciding""

**Scenario:** Cursor agent considers switching from SQLAlchemy sync to async. ```python
# In Cursor chat, agent calls:
continuum_check(
    proposed_decision=""Switch to SQLAlchemy async/await patterns"",
    context=""Current code is sync SQLAlchemy. Need to support streaming responses."",
    entities=[""SQLAlchemy"", ""async/await"", ""Python""],
    threshold=0.65
)

# Returns:
{
    ""recommendation"": ""review_similar"",
    ""similar",19118,canonical_match:Python
965b9305-940b-483c-894b-fb43e339e08d,python,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22561,canonical_match:Python
965b9305-940b-483c-894b-fb43e339e08d,claude,"<task-notification>
<task-id>a92522f0d38e4eb84</task-id>
<tool-use-id>toolu_012tKw25JaR4ps82K7k9PqzW</tool-use-id>
<output-file>/private/tmp/claude-501/-Users-shehral-continuum/965b9305-940b-483c-894b-fb43e339e08d/tasks/a92522f0d38e4eb84.output</output-file>
<status>completed</status>
<summary>Agent ""Research CLI-native architecture revamp"" completed</summary>
<result>Perfect. Now I have comprehensive research data. Let me compile a detailed architectural analysis report.",141,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"---

## Comprehensive Architectural Analysis: Continuum as a Multi-Agent CLI-Native Knowledge Graph

Based on my research into the current Continuum codebase, MCP ecosystem, multi-agent architectures, and emerging CLI tooling landscape, here's a complete technical analysis for reimagining Continuum as a lightweight CLI daemon accessible across multiple coding agents. ---

## 1. Current State Analysis

### Current Continuum Architecture
**Today's setup:**
- Centralized backend: FastAPI on localho",1251,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"---

## Comprehensive Architectural Analysis: Continuum as a Multi-Agent CLI-Native Knowledge Graph

Based on my research into the current Continuum codebase, MCP ecosystem, multi-agent architectures, and emerging CLI tooling landscape, here's a complete technical analysis for reimagining Continuum as a lightweight CLI daemon accessible across multiple coding agents. ---

## 1. Current State Analysis

### Current Continuum Architecture
**Today's setup:**
- Centralized backend: FastAPI on localho",1591,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"`continuum_check` — Prior art lookup before decisions
5. `continuum_remember` — Record architectural decisions

---

## 2. Multi-Agent CLI Landscape in 2026

### Agents Supporting MCP

Based on current adoption (March 2026):

| Agent | MCP Support | Config Method | Transport | Status |
|-------|------------|---------------|-----------|--------|
| **Claude Code** | Native | `.mcp.json` | stdio | Production |
| **Cursor** | Native | `.cursor/mcp.json` or UI one-click | stdio, HTTP, SSE | Productio",2401,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"By 2026, nearly every IDE and coding agent supports it. ---

## 3. Proposed CLI-Native Architecture

### Design Philosophy
Transform Continuum from ""backend service that MCP clients connect to"" into a **lightweight daemon that any agent can discover and use**, with:
- Zero network overhead for local use (stdio-only transport)
- Minimal dependencies (SQLite + embedded graph DB instead of Neo4j + PostgreSQL + Redis)
- Automatic decision capture from agent logs
- Optional team sync to shared graph
",3988,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"By 2026, nearly every IDE and coding agent supports it. ---

## 3. Proposed CLI-Native Architecture

### Design Philosophy
Transform Continuum from ""backend service that MCP clients connect to"" into a **lightweight daemon that any agent can discover and use**, with:
- Zero network overhead for local use (stdio-only transport)
- Minimal dependencies (SQLite + embedded graph DB instead of Neo4j + PostgreSQL + Redis)
- Automatic decision capture from agent logs
- Optional team sync to shared graph
",5800,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"**Memgraph** (Alternative)
   - Drop-in Neo4j compatible
   - Open-source, embeddable
   - Supports all current Cypher queries
   - Better ACID guarantees than DuckPGQ
   - Slightly larger footprint (~100MB)

3. **FalkorDB** (Emerging)
   - Redis-based graph DB
   - Purpose-built for embedded use
   - Good for real-time graph algorithms

**Recommendation:** Start with **DuckDB + DuckPGQ** for prototyping (true embedded, zero external deps), migrate to **Memgraph** if Cypher compatibility becomes",7716,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"**FalkorDB** (Emerging)
   - Redis-based graph DB
   - Purpose-built for embedded use
   - Good for real-time graph algorithms

**Recommendation:** Start with **DuckDB + DuckPGQ** for prototyping (true embedded, zero external deps), migrate to **Memgraph** if Cypher compatibility becomes critical. ---

### 4.2 Decision Capture: From Passive to Multi-Source

**Current:** Only Claude Code conversation logs (via file watcher in `file_watcher.py`)

**Proposed:** Multi-source capture pipeline

```
┌─",8031,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"Relationship gen  │
        │ 5. Embedding compute │
        │ 6. Graph insert      │
        └──────────────────────┘
                    │
                    ▼
        ┌──────────────────────┐
        │ Local Knowledge Graph │
        │ (DuckDB + DuckPGQ)    │
        └──────────────────────┘
```

**Key New Capability:** `continuum status` command shows active listeners:

```bash
$ continuum status

Active Listeners:
  ✓ Claude Code logs     ~/.claude/projects/*/conversations/
  ✓ Cursor hist",9888,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,claude,"Relationship gen  │
        │ 5. Embedding compute │
        │ 6. Graph insert      │
        └──────────────────────┘
                    │
                    ▼
        ┌──────────────────────┐
        │ Local Knowledge Graph │
        │ (DuckDB + DuckPGQ)    │
        └──────────────────────┘
```

**Key New Capability:** `continuum status` command shows active listeners:

```bash
$ continuum status

Active Listeners:
  ✓ Claude Code logs     ~/.claude/projects/*/conversations/
  ✓ Cursor hist",9912,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"Relationship gen  │
        │ 5. Embedding compute │
        │ 6. Graph insert      │
        └──────────────────────┘
                    │
                    ▼
        ┌──────────────────────┐
        │ Local Knowledge Graph │
        │ (DuckDB + DuckPGQ)    │
        └──────────────────────┘
```

**Key New Capability:** `continuum status` command shows active listeners:

```bash
$ continuum status

Active Listeners:
  ✓ Claude Code logs     ~/.claude/projects/*/conversations/
  ✓ Cursor hist",10355,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"Relationship gen  │
        │ 5. Embedding compute │
        │ 6. Graph insert      │
        └──────────────────────┘
                    │
                    ▼
        ┌──────────────────────┐
        │ Local Knowledge Graph │
        │ (DuckDB + DuckPGQ)    │
        └──────────────────────┘
```

**Key New Capability:** `continuum status` command shows active listeners:

```bash
$ continuum status

Active Listeners:
  ✓ Claude Code logs     ~/.claude/projects/*/conversations/
  ✓ Cursor hist",12060,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"Identify related past decisions
        3. Flag if it contradicts earlier decisions
        4. Suggest follow-up questions""""""
    ),
    ""entity_cleanup"": Prompt(
        ""Deduplicate and canonicalize entities in the graph"",
        instructions=""""""...""""""
    ),
    ""decision_synthesis"": Prompt(
        ""Synthesize related decisions into patterns"",
        instructions=""""""...""""""
    ),
}
```

**How it works across agents:**

```
Claude Code wants to check if a decision is precedented:
  1. Calls",13210,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"Queries local DuckDB graph
  4. Returns related decisions + confidence
  5. Displays in Claude Code UI

Cursor wants to auto-generate .cursorrules from past decisions:
  1. Calls continuum_generate_rules()
  2. MCP server synthesizes recent decisions
  3.",13452,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,claude,"Gets tech stack, recent decisions, patterns
  3. Uses as context for task breakdown
```

---

### 4.4 Passive Log Extraction: Architecture

**Challenge:** How to automatically capture decisions without agents explicitly calling `continuum_remember`? **Solution:** Multi-stage extraction pipeline:

```python
# apps/continuum_daemon/capture/extractor.py

class LogExtractor:
    """"""Extract decision traces from agent conversation logs.""""""
    
    async def extract_from_claude_logs(self, log_file: Pa",14421,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"Uses as context for task breakdown
```

---

### 4.4 Passive Log Extraction: Architecture

**Challenge:** How to automatically capture decisions without agents explicitly calling `continuum_remember`? **Solution:** Multi-stage extraction pipeline:

```python
# apps/continuum_daemon/capture/extractor.py

class LogExtractor:
    """"""Extract decision traces from agent conversation logs.""""""
    
    async def extract_from_claude_logs(self, log_file: Path) -> list[DecisionTrace]:
        """"""
        P",14545,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"Implicit: First code change in a direction (e.g., adding Redux)
        3. Deliberative: ""Should we use X or Y?"" → Choice made
        4. Refactoring: ""Switch from X to Y"" (active decision reversal)
        """"""
        
    async def extract_from_cursor_logs(self, history_dir: Path) -> list[DecisionTrace]:
        """"""Parse Cursor's conversation history (different format than Claude).""""""
        
    async def extract_from_git_commits(self, repo: Path) -> list[DecisionTrace]:
        """"""
        ",15239,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,claude,"Verify entity resolution succeeded
        3. Check for circular dependencies introduced
        4. Flag low-confidence extractions for review
        """"""
```

**Extraction Workflow Example:**

```yaml
# ~/.continuum/config.yml
watchers:
  claude_code:
    enabled: true
    path: ""~/.claude/projects""
    pattern: ""*/conversations/*.jsonl""
    poll_interval_sec: 5
    min_confidence: 0.75
    
  cursor:
    enabled: true
    path: ""~/.cursor/history""
    pattern: ""*.json""
    poll_interval_sec: 1",17142,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,claude,"How to bootstrap? **Solutions:**

1. **Auto-Ingest from Recent Logs** (First Run)
   ```bash
   continuum init --ingest-logs
   
   # Scans ~/.claude, ~/.cursor, git history
   # Extracts decisions of the past 30 days
   # Deduplicates and inserts into graph
   # Estimates confidence for each
   ```

2. **Import from Existing Continuum** (Team Migration)
   ```bash
   continuum import-graph https://team-continuum.example.com/graph.json
   
   # Imports team's shared graph
   # Merges with local ",17951,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"Need to support streaming responses."",
    entities=[""SQLAlchemy"", ""async/await"", ""Python""],
    threshold=0.65
)

# Returns:
{
    ""recommendation"": ""review_similar"",
    ""similar_decisions"": [
        {
            ""id"": ""dec-2026-02-15"",
            ""decision"": ""Used FastAPI async with sync SQLAlchemy (hybrid approach)"",
            ""rationale"": ""Async only for I/O, database ops keep sync for stability"",
            ""confidence"": 0.89,
            ""created_at"": ""2026-02-15"",
            ""sour",19952,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"Past team tried full async and reverted due to complexity.""
}

# Cursor displays this in UI, agent incorporates into reasoning
```

---

### Use Case 2: ""Auto-Generate Development Guidelines""

**Scenario:** New team member joins. Generate `.cursorrules` + `CLAUDE.md` from past decisions. ```bash
$ continuum generate-rules --output .cursor/rules/team-decisions.mdc

# Generates:
```

**`.cursor/rules/team-decisions.mdc`:**
```markdown
---
description: Architecture decisions and patterns from Conti",21121,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"**Redis for cache/sessions only**
   - Rationale: Speed, automatic expiry, NOT primary DB
   - Confidence: 0.95

3. **Monorepo with pnpm workspaces**
   - Rationale: Shared dependencies, single version of truth
   - Confidence: 0.82

## Unresolved Contradictions
- None currently

## Next Steps
- Migrate full SQLAlchemy to async (blocked by driver stability)
- Add Neo4j for knowledge graph (experimental)
```

**`llms.txt`:** (for external AI tools)
```
This is a FastAPI + Next.js project building",22269,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"```

**Total Size:** ~750MB for 10k decisions (with full embeddings)

**Performance:**
- Decision lookup: O(1) cache → O(log n) B-tree → O(1) embedding lookup
- Hybrid search: Parallel (lexical O(log n) + semantic O(1) via FAISS)
- Entity resolution: O(1) cache → O(7 fallbacks) → max ~100ms
- Graph traversal: O(n + m) for k-hop, typically < 50ms for k=2

---

### 6.2 Optional Team Sync (Decentralized)

**Goal:** Share decisions with team without centralized server. ```
┌─────────────────────────",29317,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"```
┌──────────────────────────────────────────────────┐
│              Team Sync Architecture               │
└──────────────────────────────────────────────────┘

Local Continuum     Shared Git Repo      Local Continuum
(Developer 1)           (decisions/)        (Developer 2)
    │                        │                     │
    ├─ My decisions          │                     │
    ├─ graph.db              │                     │
    └─ embeddings.ldb        │                     │
        ",29690,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,claude,"```
┌──────────────────────────────────────────────────┐
│              Team Sync Architecture               │
└──────────────────────────────────────────────────┘

Local Continuum     Shared Git Repo      Local Continuum
(Developer 1)           (decisions/)        (Developer 2)
    │                        │                     │
    ├─ My decisions          │                     │
    ├─ graph.db              │                     │
    └─ embeddings.ldb        │                     │
        ",30066,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,Claude,"**No team sharing** → Git-based conflict detection
5. **Agent-specific** → Single MCP interface for all agents
6. **Token waste** → Structured decisions < repomix-style dumps

### Competitive Advantages
- **Multi-agent native** (Cursor, Claude Code, Windsurf all day 1)
- **Completely local** (zero network overhead)
- **Decision-focused** (not generic code embeddings)
- **Team-aware** (with conflict resolution)
- **Config-generative** (maintains llms.txt, CLAUDE.md automatically)
- **Minimal setu",32399,canonical_match:Claude
965b9305-940b-483c-894b-fb43e339e08d,CLAUDE,"**No team sharing** → Git-based conflict detection
5. **Agent-specific** → Single MCP interface for all agents
6. **Token waste** → Structured decisions < repomix-style dumps

### Competitive Advantages
- **Multi-agent native** (Cursor, Claude Code, Windsurf all day 1)
- **Completely local** (zero network overhead)
- **Decision-focused** (not generic code embeddings)
- **Team-aware** (with conflict resolution)
- **Config-generative** (maintains llms.txt, CLAUDE.md automatically)
- **Minimal setu",32621,canonical_match:Claude
